"s"	"p"	"o"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4115"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4116"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4117"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4118"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4119"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4120"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4121"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4122"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4123"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4124"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4125"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4126"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4127"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4128"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4129"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4130"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4131"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4132"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4133"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4134"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4135"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4136"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4137"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4138"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4139"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4140"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4141"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4142"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4143"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4144"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4145"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4146"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4147"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4148"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4149"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4150"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4151"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4152"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4153"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4154"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4155"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4156"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4157"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4159"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4160"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4161"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4162"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4163"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4164"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4165"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4166"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4167"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4168"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4169"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4170"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4171"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4172"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4173"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4174"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4175"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4176"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4177"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4178"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4179"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4180"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4181"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4182"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4183"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4184"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4185"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4186"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4187"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4188"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4189"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4190"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4191"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4192"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4193"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4194"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4195"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4196"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4197"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4198"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4199"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4200"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4201"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4202"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4203"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4204"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4205"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4206"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4207"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4208"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4209"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4210"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4211"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4212"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4213"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4215"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4216"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4217"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4218"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4219"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4220"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4221"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4222"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4223"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4224"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
"http://winter.ics.nitech.ac.jp/~toralab/sliderep/data/slidestack/seminar7/svg/seminar7-1.svg#so4225"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#type"	"http://winter.ics.nitech.ac.jp/ressup/ressup-onto.owl#Figure"
